"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-07",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-08",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-09",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-10",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-11",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-12",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-13",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-14",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-15",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-16",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-17",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-18",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-19",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-20",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-21",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-22",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-23",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-24",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-26",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-27",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-28",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-04-29",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-01",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-02",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-03",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-05",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-06",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-07",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-08",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-09",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-10",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-11",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-12",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-13",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-14",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-15",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-16",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-17",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-18",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-19",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-20",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-21",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-22",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-23",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-24",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-25",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-26",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-28",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-29",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-30",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-05-31",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-01",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-02",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-03",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-04",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-05",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-06",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-07",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-08",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-10",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-11",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-12",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-13",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-14",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-15",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-16",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-17",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-18",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-19",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-20",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-21",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-22",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-24",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-25",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-26",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-27",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-28",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-29",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-06-30",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-01",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-02",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-03",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-04",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-05",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-07",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-08",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-09",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-10",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-11",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-12",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-13",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-14",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-15",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-16",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-17",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-18",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-19",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-20",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-21",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-22",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-23",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-24",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-25",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-26",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-27",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-30",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-07-31",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-01",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-02",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-03",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-04",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-05",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-06",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-07",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-08",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-09",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-10",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-11",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-15",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-16",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-17",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-18",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-19",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-20",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-21",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-22",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-23",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-24",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-26",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-28",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-29",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-30",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-08-31",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-01",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-02",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-03",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-05",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-06",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-07",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-11",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-12",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-13",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-15",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-19",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-20",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-21",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-22",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-23",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-25",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-26",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-27",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-28",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-29",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-09-30",,,,
"US1CASN0100","GLEN ELLEN 1.9 NNW, CA US","2018-10-01",,,,
"US1CANP0007","ST. HELENA 1.1 S, CA US","2018-04-06",,,,
"US1CANP0007","ST. HELENA 1.1 S, CA US","2018-04-07",,,,
"US1CANP0007","ST. HELENA 1.1 S, CA US","2018-04-12",,,,
"US1CANP0007","ST. HELENA 1.1 S, CA US","2018-04-16",,,,
"US1CANP0007","ST. HELENA 1.1 S, CA US","2018-05-01",,,,
"US1CANP0007","ST. HELENA 1.1 S, CA US","2018-05-26",,,,
"US1CASN0123","ROHNERT PARK 3.1 ENE, CA US","2018-04-02",,,,
"US1CASN0123","ROHNERT PARK 3.1 ENE, CA US","2018-04-05",,,,
"US1CASN0123","ROHNERT PARK 3.1 ENE, CA US","2018-04-06",,,,
"US1CASN0123","ROHNERT PARK 3.1 ENE, CA US","2018-04-07",,,,
"US1CASN0123","ROHNERT PARK 3.1 ENE, CA US","2018-04-11",,,,
"US1CASN0123","ROHNERT PARK 3.1 ENE, CA US","2018-04-12",,,,
"US1CASN0123","ROHNERT PARK 3.1 ENE, CA US","2018-04-15",,,,
"US1CASN0123","ROHNERT PARK 3.1 ENE, CA US","2018-04-16",,,,
"US1CASN0123","ROHNERT PARK 3.1 ENE, CA US","2018-05-22",,,,
"US1CASN0123","ROHNERT PARK 3.1 ENE, CA US","2018-05-23",,,,
"US1CASN0123","ROHNERT PARK 3.1 ENE, CA US","2018-05-25",,,,
"US1CASN0123","ROHNERT PARK 3.1 ENE, CA US","2018-05-26",,,,
"US1CASN0123","ROHNERT PARK 3.1 ENE, CA US","2018-09-29",,,,
"US1CASN0123","ROHNERT PARK 3.1 ENE, CA US","2018-10-01",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-01",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-02",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-03",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-04",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-05",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-06",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-07",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-08",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-09",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-10",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-11",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-12",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-13",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-14",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-15",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-16",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-17",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-18",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-19",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-20",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-21",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-22",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-23",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-24",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-25",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-26",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-27",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-28",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-29",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-04-30",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-01",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-02",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-03",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-04",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-05",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-06",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-07",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-09",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-10",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-11",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-13",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-14",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-15",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-16",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-18",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-19",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-20",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-21",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-22",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-23",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-28",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-29",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-30",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-05-31",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-01",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-02",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-03",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-04",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-05",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-06",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-07",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-08",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-09",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-10",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-11",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-12",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-13",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-14",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-15",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-16",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-17",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-18",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-19",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-20",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-21",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-22",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-23",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-24",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-25",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-26",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-28",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-29",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-06-30",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-01",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-02",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-03",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-04",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-05",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-06",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-07",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-08",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-09",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-10",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-11",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-12",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-13",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-14",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-15",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-16",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-17",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-18",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-19",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-20",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-21",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-22",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-23",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-24",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-25",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-26",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-27",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-28",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-29",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-30",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-07-31",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-01",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-02",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-03",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-04",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-05",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-06",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-07",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-08",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-09",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-10",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-11",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-12",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-13",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-14",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-15",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-16",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-17",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-18",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-19",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-20",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-21",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-22",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-23",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-24",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-25",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-26",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-27",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-28",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-29",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-30",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-08-31",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-09-01",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-09-02",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-09-03",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-09-04",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-09-05",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-09-06",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-09-07",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-09-08",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-09-09",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-09-10",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-09-11",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-09-12",,,,
"US1CASN0049","SEBASTOPOL 1.1 SSE, CA US","2018-09-13",,,,
